date,Adj Close,close,high,low,open,volume
2026-01-12 03:45:00+00:00,1461.9000244140625,1461.9000244140625,1475.5,1456.300048828125,1475.5,0
2026-01-12 04:45:00+00:00,1455.9000244140625,1455.9000244140625,1465.0,1453.5,1461.5999755859375,1159037
2026-01-12 05:45:00+00:00,1461.5999755859375,1461.5999755859375,1461.5999755859375,1451.199951171875,1455.9000244140625,1187282
2026-01-12 06:45:00+00:00,1472.300048828125,1472.300048828125,1473.800048828125,1460.0999755859375,1461.5999755859375,1301529
2026-01-12 07:45:00+00:00,1478.5,1478.5,1480.5999755859375,1469.5999755859375,1472.300048828125,1015099
2026-01-12 08:45:00+00:00,1483.4000244140625,1483.4000244140625,1484.4000244140625,1477.5,1478.699951171875,1839047
2026-01-12 09:45:00+00:00,1484.0,1484.0,1485.300048828125,1483.0,1483.4000244140625,886023
2026-01-13 03:45:00+00:00,1467.0,1467.0,1485.0999755859375,1460.5,1484.9000244140625,0
2026-01-13 04:45:00+00:00,1466.9000244140625,1466.9000244140625,1469.800048828125,1464.0,1467.0,788267
2026-01-13 05:45:00+00:00,1456.0,1456.0,1468.9000244140625,1455.199951171875,1467.0,1044288
2026-01-13 06:45:00+00:00,1454.5,1454.5,1463.0,1453.300048828125,1456.0,982034
2026-01-13 07:45:00+00:00,1453.300048828125,1453.300048828125,1456.4000244140625,1451.5999755859375,1454.5999755859375,1290972
2026-01-13 08:45:00+00:00,1454.9000244140625,1454.9000244140625,1456.800048828125,1444.800048828125,1453.800048828125,5130075
2026-01-13 09:45:00+00:00,1452.800048828125,1452.800048828125,1460.0,1452.800048828125,1455.0,1416945
2026-01-14 03:45:00+00:00,1455.4000244140625,1455.4000244140625,1458.5999755859375,1440.5,1443.699951171875,0
2026-01-14 04:45:00+00:00,1463.300048828125,1463.300048828125,1465.5,1454.0999755859375,1455.4000244140625,943006
2026-01-14 05:45:00+00:00,1461.0,1461.0,1466.0,1460.0,1463.199951171875,626999
2026-01-14 06:45:00+00:00,1463.5,1463.5,1466.9000244140625,1460.5999755859375,1461.0,730080
2026-01-14 07:45:00+00:00,1458.5,1458.5,1464.199951171875,1453.0,1463.5,844294
2026-01-14 08:45:00+00:00,1457.0999755859375,1457.0999755859375,1462.800048828125,1455.5999755859375,1458.5,2748248
2026-01-14 09:45:00+00:00,1458.800048828125,1458.800048828125,1459.300048828125,1455.4000244140625,1457.0999755859375,770338
2026-01-16 03:45:00+00:00,1466.800048828125,1466.800048828125,1472.199951171875,1460.0,1460.0,0
2026-01-16 04:45:00+00:00,1473.300048828125,1473.300048828125,1480.0,1466.699951171875,1466.699951171875,2150620
2026-01-16 05:45:00+00:00,1470.5,1470.5,1474.9000244140625,1464.300048828125,1473.300048828125,2869625
2026-01-16 06:45:00+00:00,1458.699951171875,1458.699951171875,1471.0999755859375,1455.300048828125,1470.5,1856262
2026-01-16 07:45:00+00:00,1458.0,1458.0,1464.800048828125,1456.0999755859375,1458.699951171875,2123254
2026-01-16 08:45:00+00:00,1456.699951171875,1456.699951171875,1463.0,1455.9000244140625,1457.800048828125,2483319
2026-01-16 09:45:00+00:00,1461.199951171875,1461.199951171875,1461.5,1455.9000244140625,1456.699951171875,1438822
2026-01-19 03:45:00+00:00,1424.4000244140625,1424.4000244140625,1442.800048828125,1419.5999755859375,1442.800048828125,0
2026-01-19 04:45:00+00:00,1409.0,1409.0,1424.800048828125,1406.800048828125,1424.4000244140625,4163414
2026-01-19 05:45:00+00:00,1408.300048828125,1408.300048828125,1457.9000244140625,1408.0,1457.9000244140625,1551128
2026-01-19 06:45:00+00:00,1404.699951171875,1404.699951171875,1409.5999755859375,1403.4000244140625,1408.4000244140625,2677389
2026-01-19 07:45:00+00:00,1412.0999755859375,1412.0999755859375,1414.5,1403.9000244140625,1404.699951171875,2798529
2026-01-19 08:45:00+00:00,1414.199951171875,1414.199951171875,1416.0999755859375,1411.4000244140625,1412.0999755859375,2506659
2026-01-19 09:45:00+00:00,1413.199951171875,1413.199951171875,1414.300048828125,1412.0,1414.199951171875,1478354
2026-01-20 03:45:00+00:00,1406.699951171875,1406.699951171875,1415.5999755859375,1402.300048828125,1413.0,0
2026-01-20 04:45:00+00:00,1399.9000244140625,1399.9000244140625,1409.9000244140625,1399.5999755859375,1406.699951171875,1368099
2026-01-20 05:45:00+00:00,1402.199951171875,1402.199951171875,1406.0,1399.199951171875,1399.9000244140625,1130917
2026-01-20 06:45:00+00:00,1404.0999755859375,1404.0999755859375,1406.800048828125,1402.0,1402.199951171875,870087
2026-01-20 07:45:00+00:00,1404.5,1404.5,1406.4000244140625,1399.0999755859375,1404.0999755859375,1482496
2026-01-20 08:45:00+00:00,1393.5999755859375,1393.5999755859375,1407.9000244140625,1392.300048828125,1404.5,3908849
2026-01-20 09:45:00+00:00,1392.4000244140625,1392.4000244140625,1394.9000244140625,1390.0,1393.5999755859375,1968736
2026-01-21 03:45:00+00:00,1390.5999755859375,1390.5999755859375,1398.199951171875,1385.300048828125,1387.800048828125,0
2026-01-21 04:45:00+00:00,1384.0,1384.0,1391.0999755859375,1373.199951171875,1390.5999755859375,2326503
2026-01-21 05:45:00+00:00,1392.300048828125,1392.300048828125,1392.699951171875,1382.0,1384.0,1094929
2026-01-21 06:45:00+00:00,1407.800048828125,1407.800048828125,1412.0,1391.199951171875,1392.4000244140625,2512385
2026-01-21 07:45:00+00:00,1407.5,1407.5,1411.4000244140625,1402.800048828125,1407.9000244140625,3500704
2026-01-21 08:45:00+00:00,1405.300048828125,1405.300048828125,1412.699951171875,1398.5,1407.5,3991009
2026-01-21 09:45:00+00:00,1407.5,1407.5,1408.4000244140625,1405.300048828125,1405.300048828125,1330703
2026-01-22 03:45:00+00:00,1416.199951171875,1416.199951171875,1419.5,1407.5,1412.4000244140625,0
2026-01-22 04:45:00+00:00,1400.0999755859375,1400.0999755859375,1416.800048828125,1398.699951171875,1416.199951171875,1409599
2026-01-22 05:45:00+00:00,1403.0999755859375,1403.0999755859375,1405.5,1395.300048828125,1400.0999755859375,1673271
2026-01-22 06:45:00+00:00,1398.5,1398.5,1406.199951171875,1398.0999755859375,1403.0,2647969
2026-01-22 07:45:00+00:00,1398.0,1398.0,1402.800048828125,1396.0999755859375,1398.5,1733200
2026-01-22 08:45:00+00:00,1401.5,1401.5,1405.0,1397.5999755859375,1398.0999755859375,4164585
2026-01-22 09:45:00+00:00,1404.300048828125,1404.300048828125,1405.300048828125,1401.4000244140625,1401.5,1787789
2026-01-23 03:45:00+00:00,1402.4000244140625,1402.4000244140625,1406.9000244140625,1399.0999755859375,1401.800048828125,0
2026-01-23 04:45:00+00:00,1399.699951171875,1399.699951171875,1403.5,1398.5999755859375,1402.199951171875,654419
2026-01-23 05:45:00+00:00,1388.4000244140625,1388.4000244140625,1400.300048828125,1387.0999755859375,1400.199951171875,935197
2026-01-23 06:45:00+00:00,1390.9000244140625,1390.9000244140625,1393.9000244140625,1387.699951171875,1388.199951171875,1468514
2026-01-23 07:45:00+00:00,1387.0,1387.0,1390.9000244140625,1381.0,1390.4000244140625,1350780
2026-01-23 08:45:00+00:00,1384.9000244140625,1384.9000244140625,1390.5,1384.300048828125,1387.0999755859375,2998365
2026-01-23 09:45:00+00:00,1387.0,1387.0,1387.800048828125,1385.0,1385.0,829332
2026-01-27 03:45:00+00:00,1383.5,1383.5,1389.0999755859375,1368.0999755859375,1380.0,0
2026-01-27 04:45:00+00:00,1380.5999755859375,1380.5999755859375,1391.300048828125,1375.300048828125,1383.5999755859375,1604321
2026-01-27 05:45:00+00:00,1389.699951171875,1389.699951171875,1391.5,1379.4000244140625,1380.5,2345125
2026-01-27 06:45:00+00:00,1384.800048828125,1384.800048828125,1390.5,1382.5999755859375,1389.5999755859375,2640961
2026-01-27 07:45:00+00:00,1381.300048828125,1381.300048828125,1388.199951171875,1380.199951171875,1385.0999755859375,3576732
2026-01-27 08:45:00+00:00,1380.699951171875,1380.699951171875,1382.9000244140625,1376.4000244140625,1381.300048828125,7612787
2026-01-27 09:45:00+00:00,1384.0,1384.0,1385.0,1379.800048828125,1380.699951171875,3056005
2026-01-28 03:45:00+00:00,1395.5999755859375,1395.5999755859375,1409.5,1385.0,1385.0,2565053
2026-01-28 04:45:00+00:00,1401.9000244140625,1401.9000244140625,1402.5999755859375,1393.800048828125,1395.5999755859375,1083787
2026-01-28 05:45:00+00:00,1400.0,1400.0,1402.5,1398.0,1401.800048828125,1318928
2026-01-28 06:45:00+00:00,1395.0,1395.0,1400.699951171875,1393.699951171875,1400.0,1357765
2026-01-28 07:45:00+00:00,1392.0,1392.0,1397.0,1389.0999755859375,1395.4000244140625,1339033
2026-01-28 08:45:00+00:00,1396.0999755859375,1396.0999755859375,1396.300048828125,1390.0999755859375,1391.800048828125,2306462
2026-01-28 09:45:00+00:00,1398.5,1398.5,1398.9000244140625,1396.199951171875,1396.300048828125,1148220
2026-01-29 03:45:00+00:00,1391.4000244140625,1391.4000244140625,1401.699951171875,1387.0,1400.699951171875,3514861
2026-01-29 04:45:00+00:00,1395.5,1395.5,1395.5999755859375,1387.5,1391.300048828125,1747332
2026-01-29 05:45:00+00:00,1392.4000244140625,1392.4000244140625,1395.9000244140625,1391.4000244140625,1395.5999755859375,1997858
2026-01-29 06:45:00+00:00,1394.800048828125,1394.800048828125,1397.9000244140625,1390.5999755859375,1392.4000244140625,1907611
2026-01-29 07:45:00+00:00,1398.5999755859375,1398.5999755859375,1399.699951171875,1392.0,1394.5999755859375,2152195
2026-01-29 08:45:00+00:00,1391.0999755859375,1391.0999755859375,1401.9000244140625,1391.0999755859375,1398.300048828125,4746615
2026-01-29 09:45:00+00:00,1388.5999755859375,1388.5999755859375,1394.300048828125,1386.5,1391.4000244140625,4777236
2026-01-30 03:45:00+00:00,1388.199951171875,1388.199951171875,1389.4000244140625,1380.199951171875,1383.9000244140625,0
2026-01-30 04:45:00+00:00,1386.9000244140625,1386.9000244140625,1390.300048828125,1385.4000244140625,1388.199951171875,549503
2026-01-30 05:45:00+00:00,1388.5,1388.5,1390.199951171875,1386.0,1386.9000244140625,1945275
2026-01-30 06:45:00+00:00,1387.0,1387.0,1391.0,1385.199951171875,1388.5,1193993
2026-01-30 07:45:00+00:00,1396.0,1396.0,1397.5,1385.300048828125,1385.9000244140625,1028637
2026-01-30 08:45:00+00:00,1396.0999755859375,1396.0999755859375,1396.699951171875,1389.0,1396.0,2939964
2026-01-30 09:45:00+00:00,1397.0,1397.0,1397.800048828125,1395.5,1396.0,2221687
2026-02-03 03:45:00+00:00,1443.9000244140625,1443.9000244140625,1473.9000244140625,1435.4000244140625,1473.9000244140625,12415180
2026-02-03 04:45:00+00:00,1447.0999755859375,1447.0999755859375,1455.699951171875,1443.699951171875,1443.699951171875,2208426
